Symbol,Sample_Count,RMSE,MAE,Hit_Rate
GLMUSDT,31,0.0032733832,0.0026607283,0.967741935483871
PYRUSDT,31,0.007346046,0.0062443353,0.967741935483871
PUNDIXUSDT,31,0.0031382544,0.0024703122,0.967741935483871
PORTOUSDT,31,0.028168393,0.022059614,0.967741935483871
PONDUSDT,31,5.546449e-05,4.7976413e-05,0.967741935483871
HIVEUSDT,31,0.0014266792,0.0011806604,0.967741935483871
GMTUSDT,31,0.00028749654,0.00023134831,0.967741935483871
IDUSDT,31,0.0008616352,0.0007020209,0.967741935483871
ICPUSDT,31,0.08220944,0.061276212,0.967741935483871
LAZIOUSDT,31,0.017775048,0.014171752,0.967741935483871
MINAUSDT,31,0.0017911348,0.0013062896,0.967741935483871
INJUSDT,31,0.0838323,0.06959839,0.967741935483871
MAVUSDT,31,0.00038404626,0.00031295067,0.967741935483871
DOTUSDT,31,0.046966538,0.031649895,0.967741935483871
FLOKIUSDT,31,1.7526792e-06,1.3728088e-06,0.967741935483871
IQUSDT,31,2.8075467e-05,2.2245053e-05,0.967741935483871
LUNCUSDT,31,1.5460781e-06,1.2137926e-06,0.967741935483871
EGLDUSDT,31,0.10178105,0.07941094,0.967741935483871
LUNAUSDT,31,0.0013965431,0.0010874502,0.967741935483871
GRTUSDT,31,0.00072048715,0.0005944342,0.967741935483871
RADUSDT,31,0.004500708,0.003394621,0.967741935483871
GNSUSDT,31,0.020233579,0.0153667545,0.967741935483871
TRBUSDT,31,0.3819206,0.31327564,0.967741935483871
BANDUSDT,31,0.005650013,0.00439731,0.967741935483871
TFUELUSDT,31,0.00028371444,0.00021987423,0.967741935483871
VTHOUSDT,31,1.46666225e-05,1.2089516e-05,0.967741935483871
TKOUSDT,31,0.0010897267,0.00086374773,0.967741935483871
TLMUSDT,31,4.4323e-05,3.7029236e-05,0.967741935483871
TNSRUSDT,31,0.0013506461,0.0009921369,0.967741935483871
ALPINEUSDT,31,0.011008435,0.0086241765,0.967741935483871
WANUSDT,31,0.0013804229,0.0010184944,0.967741935483871
RUNEUSDT,31,0.011539442,0.0092291,0.967741935483871
ATMUSDT,31,0.021183966,0.01699828,0.967741935483871
TUSDT,31,0.00017606345,0.00015282183,0.967741935483871
ASRUSDT,31,0.028674772,0.021342736,0.967741935483871
ARKUSDT,31,0.0041910796,0.0034250675,0.967741935483871
VETUSDT,31,0.000178221,0.00015299856,0.967741935483871
ARDRUSDT,31,0.0012721638,0.0008882396,0.967741935483871
UMAUSDT,31,0.010542326,0.008865411,0.967741935483871
BIFIUSDT,31,2.694375,1.8470292,0.967741935483871
ZILUSDT,31,0.00010793703,8.914484e-05,0.967741935483871
STRKUSDT,31,0.0010459044,0.00090508634,0.967741935483871
WBTCUSDT,31,1767.6736,1409.7842,0.967741935483871
XNOUSDT,31,0.011666235,0.009359243,0.967741935483871
RVNUSDT,31,0.00013304396,0.000110596615,0.967741935483871
XTZUSDT,31,0.009200925,0.007554237,0.967741935483871
YFIUSDT,31,63.707996,53.59178,0.967741935483871
SUSHIUSDT,31,0.005456711,0.0045319204,0.967741935483871
SHIBUSDT,31,0.0,0.0,0.967741935483871
BNTUSDT,31,0.008247832,0.0068155075,0.967741935483871
BTCUSDT,31,1766.7827,1407.3816,0.967741935483871
UNIUSDT,31,0.11127943,0.08897993,0.9354838709677419
KSMUSDT,31,0.1163788,0.09242324,0.9354838709677419
JASMYUSDT,31,0.0001592409,0.00012820626,0.9354838709677419
WBETHUSDT,31,76.474815,60.09342,0.9354838709677419
YGGUSDT,31,0.0011798224,0.0009441735,0.9354838709677419
XRPUSDT,31,0.033479065,0.025079424,0.9354838709677419
ICXUSDT,31,0.0012932561,0.0010687949,0.9354838709677419
IOTAUSDT,31,0.0017263163,0.0013050501,0.9354838709677419
IOSTUSDT,31,3.277077e-05,2.7734624e-05,0.9354838709677419
REQUSDT,31,0.0016944832,0.0013096652,0.9354838709677419
LINKUSDT,31,0.26832673,0.22025897,0.9354838709677419
STRAXUSDT,31,0.00036519615,0.00028372754,0.9354838709677419
QUICKUSDT,31,0.00032179753,0.00027015206,0.9354838709677419
PYTHUSDT,31,0.0013359576,0.0010845512,0.9354838709677419
PSGUSDT,31,0.020281577,0.013066676,0.9354838709677419
POWRUSDT,31,0.0017839435,0.0015254281,0.9354838709677419
SKLUSDT,31,0.00030615783,0.0001743612,0.9354838709677419
PORTALUSDT,31,0.00045489465,0.00031053493,0.9354838709677419
SOLUSDT,31,2.5680926,2.0624063,0.9354838709677419
OPUSDT,31,0.003834941,0.0030020927,0.9354838709677419
1INCHUSDT,31,0.002763596,0.0022353204,0.9354838709677419
OGUSDT,31,0.085494384,0.063985474,0.9354838709677419
NMRUSDT,31,0.2482844,0.20944609,0.9354838709677419
NEOUSDT,31,0.09777394,0.07646192,0.9354838709677419
THETAUSDT,31,0.0049818656,0.004177449,0.9354838709677419
MANAUSDT,31,0.0025702228,0.0020971247,0.9354838709677419
LSKUSDT,31,0.0034181143,0.0028443655,0.9354838709677419
LQTYUSDT,31,0.008903893,0.0067146565,0.9354838709677419
MAGICUSDT,31,0.0017254212,0.001369145,0.9354838709677419
ZRXUSDT,31,0.0032217705,0.0024693033,0.9354838709677419
BLURUSDT,31,0.0011457875,0.0005714518,0.9354838709677419
CRVUSDT,31,0.0068686474,0.005566402,0.9354838709677419
CKBUSDT,31,4.085011e-05,3.4553068e-05,0.9354838709677419
COMPUSDT,31,0.5519097,0.41859338,0.9354838709677419
BCHUSDT,31,10.331634,8.090803,0.9354838709677419
FARMUSDT,31,0.35463536,0.27745193,0.9354838709677419
BELUSDT,31,0.002802237,0.0024004255,0.9354838709677419
CAKEUSDT,31,0.03595718,0.027814731,0.9354838709677419
ATOMUSDT,31,0.04233422,0.033351976,0.9354838709677419
AMPUSDT,31,4.209822e-05,3.230467e-05,0.9354838709677419
AUDIOUSDT,31,0.0005674192,0.00041890008,0.9354838709677419
AEVOUSDT,31,0.0006411387,0.0005375931,0.9354838709677419
ADXUSDT,31,0.0019892957,0.0016571683,0.9354838709677419
APEUSDT,31,0.0027424162,0.002178011,0.9354838709677419
AXSUSDT,31,0.03135736,0.022841923,0.9354838709677419
CTSIUSDT,31,0.0007538359,0.0005221856,0.9354838709677419
ACHUSDT,31,0.00018051479,0.00014258036,0.9354838709677419
BARUSDT,31,0.011853173,0.0086271,0.9354838709677419
GALAUSDT,31,0.00010132829,8.76843e-05,0.9354838709677419
CYBERUSDT,31,0.0136923995,0.010641034,0.9354838709677419
GLMRUSDT,31,0.0002566488,0.00018085621,0.9354838709677419
ACEUSDT,31,0.0033399684,0.0028366514,0.9354838709677419
ONEUSDT,31,6.831001e-05,5.094212e-05,0.9032258064516129
DIAUSDT,31,0.005059551,0.0038466651,0.9032258064516129
DOGEUSDT,31,0.003004239,0.0022900617,0.9032258064516129
SUNUSDT,31,0.00040936432,0.00028875255,0.9032258064516129
ARBUSDT,31,0.0028768247,0.0024781271,0.9032258064516129
ARKMUSDT,31,0.003685775,0.0030571276,0.9032258064516129
DGBUSDT,31,0.00011836049,9.555795e-05,0.9032258064516129
MLNUSDT,31,0.14793779,0.10432364,0.9032258064516129
TWTUSDT,31,0.016719488,0.01243889,0.9032258064516129
TIAUSDT,31,0.010834681,0.008549673,0.9032258064516129
NEARUSDT,31,0.056019846,0.03645512,0.9032258064516129
SANDUSDT,31,0.00246779,0.002091408,0.9032258064516129
PROMUSDT,31,0.035028968,0.027318742,0.9032258064516129
AXLUSDT,31,0.0015840853,0.0012903279,0.9032258064516129
SANTOSUSDT,31,0.041246925,0.030054107,0.9032258064516129
ALTUSDT,31,0.00020173588,0.00016155315,0.9032258064516129
DYMUSDT,31,0.0009420081,0.00073919946,0.9032258064516129
WINUSDT,31,1.4678113e-06,1.1859904e-06,0.9032258064516129
SCRTUSDT,31,0.0024918825,0.0019224106,0.9032258064516129
GASUSDT,31,0.048916433,0.03862571,0.9032258064516129
XVSUSDT,31,0.08600917,0.06989752,0.9032258064516129
FTTUSDT,31,0.007948971,0.0060878415,0.9032258064516129
BONKUSDT,31,0.0,0.0,0.9032258064516129
SEIUSDT,31,0.0019154374,0.0015794566,0.9032258064516129
XLMUSDT,31,0.0044740182,0.0036943285,0.9032258064516129
JSTUSDT,31,0.0014172945,0.0010748439,0.9032258064516129
BEAMXUSDT,31,5.743661e-05,4.888778e-05,0.9032258064516129
STXUSDT,31,0.006475036,0.00520752,0.9032258064516129
GNOUSDT,31,3.9107609,3.0252657,0.9032258064516129
ENSUSDT,31,0.1816956,0.13989086,0.9032258064516129
ETHUSDT,31,68.88048,53.95537,0.9032258064516129
ETCUSDT,31,0.2421672,0.19252977,0.9032258064516129
ALICEUSDT,31,0.0048332657,0.0037296226,0.9032258064516129
LDOUSDT,31,0.009509306,0.008000708,0.9032258064516129
ALGOUSDT,31,0.0035128826,0.0025329727,0.9032258064516129
BTTCUSDT,31,0.0,0.0,0.8709677419354839
PIVXUSDT,31,0.0028233086,0.0022663341,0.8709677419354839
QIUSDT,31,6.042375e-05,4.49789e-05,0.8709677419354839
POLYXUSDT,31,0.0028150473,0.0015566719,0.8709677419354839
SUIUSDT,31,0.030390691,0.02517714,0.8709677419354839
RPLUSDT,31,0.058994077,0.04751894,0.8709677419354839
ROSEUSDT,31,0.00037620647,0.00029890958,0.8709677419354839
CTKUSDT,31,0.0044777268,0.003455497,0.8709677419354839
COTIUSDT,31,0.00040116964,0.00032068716,0.8709677419354839
QNTUSDT,31,2.2498422,1.6716728,0.8709677419354839
CHRUSDT,31,0.0005554035,0.0004757056,0.8709677419354839
SLPUSDT,31,2.3225239e-05,1.7156466e-05,0.8709677419354839
RIFUSDT,31,0.0015059779,0.0010983358,0.8709677419354839
CFXUSDT,31,0.0022208258,0.0017419729,0.8709677419354839
PEPEUSDT,31,0.0,0.0,0.8709677419354839
JTOUSDT,31,0.012576415,0.008758959,0.8709677419354839
FIDAUSDT,31,0.00057582324,0.00044252386,0.8709677419354839
FILUSDT,31,0.03361311,0.024909662,0.8709677419354839
FLUXUSDT,31,0.001837585,0.0014612282,0.8709677419354839
SUPERUSDT,31,0.0035444347,0.0028167965,0.8709677419354839
XVGUSDT,31,0.00015591105,0.0001311759,0.8709677419354839
EDUUSDT,31,0.0028157316,0.0023836822,0.8709677419354839
MASKUSDT,31,0.01417784,0.011385745,0.8709677419354839
ILVUSDT,31,0.17097107,0.11760606,0.8709677419354839
DODOUSDT,31,0.0005724852,0.0004299141,0.8709677419354839
APTUSDT,31,0.04139486,0.03034202,0.8709677419354839
MDTUSDT,31,0.0003318412,0.00026857408,0.8709677419354839
ATAUSDT,31,0.0003620506,0.0003089631,0.8709677419354839
GMXUSDT,31,0.26073858,0.19600241,0.8709677419354839
OGNUSDT,31,0.0019495378,0.00080363586,0.8709677419354839
AVAXUSDT,31,0.2732761,0.21808895,0.8709677419354839
SYSUSDT,31,0.0003434644,0.00028549784,0.8709677419354839
OXTUSDT,31,0.00083028607,0.0005417442,0.8709677419354839
WUSDT,31,0.00060865376,0.00049342593,0.8709677419354839
ADAUSDT,31,0.008272413,0.0066423733,0.8387096774193549
AAVEUSDT,31,4.1555586,3.2343838,0.8387096774193549
XAIUSDT,31,0.0006352642,0.00039997912,0.8387096774193549
STEEMUSDT,31,0.0024909854,0.0020489988,0.8387096774193549
SNXUSDT,31,0.0100147175,0.0079842545,0.8387096774193549
WOOUSDT,31,0.00071736495,0.00063368084,0.8387096774193549
SSVUSDT,31,0.08730134,0.065802306,0.8387096774193549
AIUSDT,31,0.0008337923,0.000630306,0.8387096774193549
ALCXUSDT,31,0.5372668,0.241837,0.8387096774193549
STORJUSDT,31,0.003148615,0.0024681457,0.8387096774193549
AVAUSDT,31,0.0067972452,0.0054810587,0.8387096774193549
BATUSDT,31,0.0039878194,0.0028935699,0.8387096774193549
ASTRUSDT,31,0.00027411102,0.00022114805,0.8387096774193549
1000SATSUSDT,31,0.0,0.0,0.8387096774193549
C98USDT,31,0.0009388237,0.0007234743,0.8387096774193549
RAYUSDT,31,0.021025797,0.015314425,0.8387096774193549
PENDLEUSDT,31,0.044004608,0.036567565,0.8387096774193549
LRCUSDT,31,0.0011075023,0.0007826012,0.8387096774193549
NFPUSDT,31,0.00044375696,0.00034901983,0.8387096774193549
QTUMUSDT,31,0.03222148,0.025689436,0.8387096774193549
CELRUSDT,31,8.7800574e-05,7.221041e-05,0.8387096774193549
CELOUSDT,31,0.00281722,0.00228483,0.8387096774193549
METISUSDT,31,0.10197798,0.08138782,0.8387096774193549
MEMEUSDT,31,2.5956066e-05,2.0110745e-05,0.8387096774193549
JUPUSDT,31,0.0055036647,0.0046885596,0.8387096774193549
IMXUSDT,31,0.0057173017,0.0045704553,0.8387096774193549
RONINUSDT,31,0.0035781718,0.0028084854,0.8387096774193549
ORDIUSDT,31,0.081243545,0.06478273,0.8387096774193549
PEOPLEUSDT,31,0.00027075867,0.00021700667,0.8387096774193549
MOVRUSDT,31,0.062098965,0.040787045,0.8064516129032258
ARUSDT,31,0.07817464,0.057426628,0.8064516129032258
SAGAUSDT,31,0.0011674514,0.0009342591,0.8064516129032258
VANRYUSDT,31,0.00047033888,0.00026356007,0.8064516129032258
DYDXUSDT,31,0.0033264647,0.00280453,0.8064516129032258
ENJUSDT,31,0.001086578,0.00074604934,0.8064516129032258
WIFUSDT,31,0.008741147,0.0063769645,0.8064516129032258
JOEUSDT,31,0.0015459785,0.001219639,0.8064516129032258
IOTXUSDT,31,0.00018348683,0.00014996881,0.8064516129032258
FUNUSDT,31,6.417982e-05,4.5543893e-05,0.8064516129032258
WAXPUSDT,31,0.00046070458,0.0002549057,0.8064516129032258
GTCUSDT,31,0.0049077114,0.0030503501,0.8064516129032258
BOMEUSDT,31,1.6107662e-05,1.3421117e-05,0.8064516129032258
SYNUSDT,31,0.0016730529,0.0012006516,0.8064516129032258
RSRUSDT,31,6.199225e-05,4.8908627e-05,0.8064516129032258
CHZUSDT,31,0.0014737432,0.0010737127,0.7741935483870968
UTKUSDT,31,0.0005498706,0.0003473742,0.7741935483870968
ANKRUSDT,31,0.00021556678,0.00017085798,0.7741935483870968
RLCUSDT,31,0.016100774,0.012824889,0.7741935483870968
BICOUSDT,31,0.00096468645,0.00073786883,0.7741935483870968
DUSKUSDT,31,0.0063604894,0.004299339,0.7741935483870968
TRUUSDT,31,0.00021368517,0.00017093249,0.7741935483870968
DASHUSDT,31,1.2271484,0.95498383,0.7741935483870968
ZENUSDT,31,0.2521038,0.18819562,0.7741935483870968
HFTUSDT,31,0.00051622675,0.0004380634,0.7741935483870968
KNCUSDT,31,0.007073017,0.004970507,0.7419354838709677
AGLDUSDT,31,0.012991496,0.009151129,0.7419354838709677
REZUSDT,31,0.00022432662,0.00012852738,0.7419354838709677
ONGUSDT,31,0.0029810509,0.0022181256,0.7419354838709677
DCRUSDT,31,1.0458276,0.77105564,0.7419354838709677
ENAUSDT,31,0.004849737,0.0037309427,0.7419354838709677
ETHFIUSDT,31,0.02274855,0.017849784,0.7096774193548387
STGUSDT,31,0.010756924,0.0075456323,0.7096774193548387
FIOUSDT,31,0.00041344773,0.0003032723,0.7096774193548387
PHBUSDT,31,0.0070936577,0.0049487045,0.7096774193548387
FORTHUSDT,31,0.068656504,0.038222432,0.7096774193548387
CVXUSDT,31,0.08045713,0.0660012,0.7096774193548387
TAOUSDT,31,14.233714,9.750261,0.7096774193548387
WLDUSDT,31,0.017465355,0.0128869135,0.7096774193548387
KAVAUSDT,31,0.0032215745,0.0023396001,0.6774193548387096
ONTUSDT,31,0.008167227,0.004042668,0.6774193548387096
DENTUSDT,31,1.962694e-05,1.2072491e-05,0.6774193548387096
FETUSDT,31,0.012776906,0.0095828045,0.6451612903225806
IDEXUSDT,31,0.00048784856,0.00029242216,0.6451612903225806
HOOKUSDT,31,0.0017652779,0.0009106388,0.6451612903225806
RDNTUSDT,31,0.0004429872,0.00029994827,0.6129032258064516
MBOXUSDT,31,0.0014105813,0.0009326339,0.6129032258064516
ZECUSDT,31,14.5516205,10.982379,0.5806451612903226
FLOWUSDT,31,0.004667476,0.0030652285,0.5161290322580645
PHAUSDT,31,0.003937114,0.0028090526,0.5161290322580645
DEXEUSDT,31,0.3627484,0.2811441,0.5161290322580645
COSUSDT,31,0.00028290445,0.00014026767,0.4838709677419355
PIXELUSDT,31,0.0015224924,0.00084350834,0.4838709677419355
SXPUSDT,31,0.0015960266,0.0010687308,0.4838709677419355
NTRNUSDT,31,0.00074431597,0.00050974777,0.45161290322580644
DEGOUSDT,31,0.14952606,0.090375416,0.3870967741935484
